no,name,type_1,type_2,stage,is_final,is_legendary,is_mythical,is_ultra,hp,attack,defense,sp_attack,sp_defense,speed,normal,fire,water,electric,grass,ice,fighting,poison,ground,flying,psychic,bug,rock,ghost,dragon,dark,steel,fairy
303,Mawile,steel,fairy,1,1,0,0,0,50,85,85,55,55,50,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
837,Rolycoly,rock,,1,0,0,0,0,30,40,50,40,50,30,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
838,Carkol,rock,fire,2,0,0,0,0,80,60,90,60,70,50,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
839,Coalossal,rock,fire,3,1,0,0,0,110,80,120,80,90,30,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5
597,Ferroseed,grass,steel,1,0,0,0,0,44,50,91,24,86,10,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
598,Ferrothorn,grass,steel,2,1,0,0,0,74,94,131,54,116,20,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5
714,Noibat,flying,dragon,1,0,0,0,0,40,30,35,45,40,55,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
715,Noivern,flying,dragon,2,1,0,0,0,85,70,80,97,80,123,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
345,Lileep,rock,grass,1,0,0,0,0,66,41,77,61,87,23,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
346,Cradily,rock,grass,2,1,0,0,0,86,81,97,81,107,43,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
347,Anorith,rock,bug,1,0,0,0,0,45,95,50,40,50,75,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
348,Armaldo,rock,bug,2,1,0,0,0,75,125,100,70,80,45,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
369,Relicanth,water,rock,1,1,0,0,0,100,90,130,45,65,55,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
349,Feebas,water,,1,0,0,0,0,20,15,20,10,55,80,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
350,Milotic,water,,2,1,0,0,0,95,60,79,100,125,81,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
131,Lapras,water,ice,1,1,0,0,0,130,85,80,85,95,60,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
304,Aron,steel,rock,1,0,0,0,0,50,70,100,40,40,30,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
305,Lairon,steel,rock,2,0,0,0,0,60,90,140,50,50,40,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
306,Aggron,steel,rock,3,1,0,0,0,70,110,180,60,60,50,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
147,Dratini,dragon,,1,0,0,0,0,41,64,45,50,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
148,Dragonair,dragon,,2,0,0,0,0,61,84,65,70,70,70,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
149,Dragonite,dragon,flying,3,1,0,0,0,91,134,95,100,100,80,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
377,Regirock,rock,,1,1,0,0,0,80,100,200,50,100,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
378,Regice,ice,,1,1,0,0,0,80,50,100,100,200,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
379,Registeel,steel,,1,1,0,0,0,80,75,150,75,150,50,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
894,Regieleki,electric,,1,1,0,0,0,80,100,50,100,50,200,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
895,Regidrago,dragon,,1,1,0,0,0,200,100,50,100,50,80,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
144,Articuno,ice,flying,1,1,0,0,0,90,85,85,125,100,95,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1
145,Zapdos,electric,flying,1,1,0,0,0,90,125,90,85,90,100,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
146,Moltres,fire,flying,1,1,0,0,0,90,85,90,100,125,90,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
638,Cobalion,steel,fighting,1,1,0,0,0,91,90,129,90,72,108,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1
639,Terrakion,rock,fighting,1,1,0,0,0,91,129,90,72,90,108,0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2
640,Virizion,grass,fighting,1,1,0,0,0,91,90,72,90,129,108,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
896,Glastrier,ice,,1,1,0,0,0,100,145,130,65,110,30,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
897,Spectrier,ghost,,1,1,0,0,0,100,65,60,145,80,130,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
898,Calyrex,psychic,grass,1,1,0,0,0,100,85,80,165,100,150,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
