no,name,type_1,type_2,stage,is_final,is_legendary,is_mythical,is_ultra,hp,attack,defense,sp_attack,sp_defense,speed,normal,fire,water,electric,grass,ice,fighting,poison,ground,flying,psychic,bug,rock,ghost,dragon,dark,steel,fairy
228,Houndour,dark,fire,1,0,0,0,0,45,60,30,80,50,65,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
229,Houndoom,dark,fire,2,1,0,0,0,75,90,50,110,80,95,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,1
230,Kingdra,water,dragon,3,1,0,0,0,75,95,95,95,95,85,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
231,Phanpy,ground,,1,0,0,0,0,90,60,60,40,40,40,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
232,Donphan,ground,,2,1,0,0,0,90,120,120,60,60,50,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
233,Porygon2,normal,,2,0,0,0,0,85,80,90,105,95,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
234,Stantler,normal,,1,0,0,0,0,73,95,62,85,65,85,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
235,Smeargle,normal,,1,1,0,0,0,55,20,35,20,45,75,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
236,Tyrogue,fighting,,1,1,0,0,0,35,35,35,35,35,35,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
237,Hitmontop,fighting,,0,0,0,0,0,50,95,95,35,110,70,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
238,Smoochum,ice,psychic,1,0,0,0,0,45,30,15,85,65,65,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
239,Elekid,electric,,1,0,0,0,0,45,63,37,65,55,95,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
240,Magby,fire,,1,0,0,0,0,45,75,37,70,55,83,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
241,Miltank,normal,,1,1,0,0,0,95,80,105,40,70,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
243,Raikou,electric,,1,1,0,0,0,90,85,75,115,100,115,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
244,Entei,fire,,1,1,0,0,0,115,115,85,90,75,100,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
245,Suicune,water,,1,1,0,0,0,100,75,115,90,115,85,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
246,Larvitar,rock,ground,1,0,0,0,0,50,64,50,45,50,41,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
247,Pupitar,rock,ground,2,0,0,0,0,70,84,70,65,70,51,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
248,Tyranitar,rock,dark,3,1,0,0,0,100,134,110,95,100,61,0.5,0.5,2,1,2,1,4,0.5,2,0.5,0,2,1,0.5,1,0.5,2,2
249,Lugia,psychic,flying,1,1,0,0,0,106,90,130,90,154,110,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
250,Ho-Oh,fire,flying,1,1,0,0,0,106,130,90,110,154,90,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
251,Celebi,psychic,grass,1,1,0,0,0,100,100,100,100,100,100,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
252,Treecko,grass,,1,0,0,0,0,40,45,35,65,55,70,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
253,Grovyle,grass,,2,0,0,0,0,50,65,45,85,65,95,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
254,Sceptile,grass,,3,1,0,0,0,70,85,65,105,85,120,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
255,Torchic,fire,,1,0,0,0,0,45,60,40,70,50,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
256,Combusken,fire,fighting,2,0,0,0,0,60,85,60,85,60,55,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
257,Blaziken,fire,fighting,3,1,0,0,0,80,120,70,110,70,80,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
258,Mudkip,water,,1,0,0,0,0,50,70,50,50,50,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
259,Marshtomp,water,ground,2,0,0,0,0,70,85,70,60,70,50,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
260,Swampert,water,ground,3,1,0,0,0,100,110,90,85,90,60,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
261,Poochyena,dark,,1,0,0,0,0,35,55,35,30,30,35,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
262,Mightyena,dark,,2,1,0,0,0,70,90,70,60,60,70,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
263,Zigzagoon,normal,,1,0,0,0,0,38,30,41,30,41,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
264,Linoone,normal,,2,1,0,0,0,78,70,61,50,61,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
270,Lotad,water,grass,1,0,0,0,0,40,30,30,40,50,30,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
271,Lombre,water,grass,2,0,0,0,0,60,50,50,60,70,50,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
272,Ludicolo,water,grass,3,1,0,0,0,80,70,70,90,100,70,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1
273,Seedot,grass,,1,0,0,0,0,40,40,50,30,30,30,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
274,Nuzleaf,grass,dark,2,0,0,0,0,70,70,40,60,40,60,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
275,Shiftry,grass,dark,3,1,0,0,0,90,100,60,90,60,80,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
276,Taillow,normal,flying,1,0,0,0,0,40,55,30,30,30,85,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
277,Swellow,normal,flying,2,1,0,0,0,60,85,60,75,50,125,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
280,Ralts,psychic,fairy,1,0,0,0,0,28,25,25,45,35,40,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
281,Kirlia,psychic,fairy,2,0,0,0,0,38,35,35,65,55,50,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
282,Gardevoir,psychic,fairy,3,1,0,0,0,68,65,65,125,115,80,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
283,Surskit,bug,water,1,0,0,0,0,40,30,32,50,52,65,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
284,Masquerain,bug,flying,2,1,0,0,0,70,60,62,100,82,80,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
285,Shroomish,grass,,1,0,0,0,0,60,40,60,40,60,35,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
286,Breloom,grass,fighting,2,1,0,0,0,60,130,80,60,60,70,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
287,Slakoth,normal,,1,0,0,0,0,60,60,60,35,35,30,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
288,Vigoroth,normal,,2,0,0,0,0,80,80,80,55,55,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
289,Slaking,normal,,3,1,0,0,0,150,160,100,95,65,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
290,Nincada,bug,ground,1,0,0,0,0,31,45,90,30,30,40,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1
291,Ninjask,bug,flying,2,0,0,0,0,61,90,45,50,50,160,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
292,Shedinja,bug,ghost,3,1,0,0,0,1,90,45,30,30,40,0,2,1,1,0.5,1,0,0.5,0.5,2,1,0.5,2,2,1,2,1,1
293,Whismur,normal,,1,0,0,0,0,64,51,23,51,23,28,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
294,Loudred,normal,,2,0,0,0,0,84,71,43,71,43,48,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
295,Exploud,normal,,3,1,0,0,0,104,91,63,91,73,68,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
296,Makuhita,fighting,,1,0,0,0,0,72,60,30,20,30,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
297,Hariyama,fighting,,2,1,0,0,0,144,120,60,40,60,50,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
299,Nosepass,rock,,1,0,0,0,0,30,45,135,45,90,30,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
300,Skitty,normal,,1,0,0,0,0,50,45,45,35,35,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
301,Delcatty,normal,,2,1,0,0,0,70,65,65,55,55,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
302,Sableye,dark,ghost,1,1,0,0,0,50,75,75,65,65,50,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
303,Mawile,steel,fairy,1,1,0,0,0,50,85,85,55,55,50,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
304,Aron,steel,rock,1,0,0,0,0,50,70,100,40,40,30,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
305,Lairon,steel,rock,2,0,0,0,0,60,90,140,50,50,40,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
306,Aggron,steel,rock,3,1,0,0,0,70,110,180,60,60,50,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
309,Electrike,electric,,1,0,0,0,0,40,45,40,65,40,65,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
310,Manectric,electric,,2,1,0,0,0,70,75,60,105,60,105,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
311,Plusle,electric,,1,1,0,0,0,60,50,40,85,75,95,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
312,Minun,electric,,1,1,0,0,0,60,40,50,75,85,95,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
313,Volbeat,bug,,2,1,0,0,0,65,73,75,47,85,85,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
314,Illumise,bug,,0,0,0,0,0,65,47,75,73,85,85,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
316,Gulpin,poison,,1,0,0,0,0,70,43,53,43,53,40,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
317,Swalot,poison,,2,1,0,0,0,100,73,83,73,83,55,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
318,Carvanha,water,dark,1,0,0,0,0,45,90,20,65,20,65,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
319,Sharpedo,water,dark,2,1,0,0,0,70,120,40,95,40,95,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
320,Wailmer,water,,1,0,0,0,0,130,70,35,70,35,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
321,Wailord,water,,2,1,0,0,0,170,90,45,90,45,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
322,Numel,fire,ground,1,0,0,0,0,60,60,40,65,45,35,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
323,Camerupt,fire,ground,2,1,0,0,0,70,100,70,105,75,40,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
324,Torkoal,fire,,1,1,0,0,0,70,85,140,85,70,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
325,Spoink,psychic,,1,0,0,0,0,60,25,35,70,80,60,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
326,Grumpig,psychic,,2,1,0,0,0,80,45,65,90,110,80,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
327,Spinda,normal,,1,1,0,0,0,60,60,60,60,60,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
328,Trapinch,ground,,1,0,0,0,0,45,100,45,45,45,10,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
329,Vibrava,ground,dragon,2,0,0,0,0,50,70,50,50,50,70,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
330,Flygon,ground,dragon,3,1,0,0,0,80,100,80,80,80,100,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,2
331,Cacnea,grass,,1,0,0,0,0,50,85,40,85,40,35,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
332,Cacturne,grass,dark,2,1,0,0,0,70,115,60,115,60,55,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
333,Swablu,normal,flying,1,0,0,0,0,45,40,60,40,75,50,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
334,Altaria,dragon,flying,2,1,0,0,0,75,70,90,70,105,80,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
335,Zangoose,normal,,1,1,0,0,0,73,115,60,60,60,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
336,Seviper,poison,,1,1,0,0,0,73,100,60,100,60,65,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
337,Lunatone,rock,psychic,1,1,0,0,0,90,55,65,95,85,70,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1
338,Solrock,rock,psychic,1,1,0,0,0,90,95,85,55,65,70,0.5,0.5,2,1,2,1,1,0.5,2,0.5,0.5,2,1,2,1,2,2,1
341,Corphish,water,,1,0,0,0,0,43,80,65,50,35,35,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
342,Crawdaunt,water,dark,2,1,0,0,0,63,120,85,90,55,55,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
343,Baltoy,ground,psychic,1,0,0,0,0,40,40,55,40,70,55,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1
344,Claydol,ground,psychic,2,1,0,0,0,60,70,105,70,120,75,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,1
345,Lileep,rock,grass,1,0,0,0,0,66,41,77,61,87,23,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
346,Cradily,rock,grass,2,1,0,0,0,86,81,97,81,107,43,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
347,Anorith,rock,bug,1,0,0,0,0,45,95,50,40,50,75,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
348,Armaldo,rock,bug,2,1,0,0,0,75,125,100,70,80,45,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
351,Castform,normal,,1,1,0,0,0,70,70,70,70,70,70,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
352,Kecleon,normal,,1,1,0,0,0,60,90,70,60,120,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
353,Shuppet,ghost,,1,0,0,0,0,44,75,35,63,33,45,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
354,Banette,ghost,,2,1,0,0,0,64,115,65,83,63,65,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
355,Duskull,ghost,,1,0,0,0,0,20,40,90,30,90,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
356,Dusclops,ghost,,2,0,0,0,0,40,70,130,60,130,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
357,Tropius,grass,flying,1,1,0,0,0,99,68,83,72,87,51,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
359,Absol,dark,,1,1,0,0,0,65,130,60,75,60,75,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
360,Wynaut,psychic,,1,0,0,0,0,95,23,48,23,48,23,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
361,Snorunt,ice,,1,0,0,0,0,50,50,50,50,50,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
362,Glalie,ice,,2,0,0,0,0,80,80,80,80,80,80,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
363,Spheal,ice,water,1,0,0,0,0,70,40,50,55,50,25,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
364,Sealeo,ice,water,2,0,0,0,0,90,60,70,75,70,45,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
365,Walrein,ice,water,3,1,0,0,0,110,80,90,95,90,65,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
366,Clamperl,water,,1,0,0,0,0,35,64,85,74,55,32,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
367,Huntail,water,,2,0,0,0,0,55,104,105,94,75,52,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
368,Gorebyss,water,,3,1,0,0,0,55,84,105,114,75,52,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
369,Relicanth,water,rock,1,1,0,0,0,100,90,130,45,65,55,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
370,Luvdisc,water,,1,1,0,0,0,43,30,55,40,65,97,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
371,Bagon,dragon,,1,0,0,0,0,45,75,60,40,30,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
372,Shelgon,dragon,,2,0,0,0,0,65,95,100,60,50,50,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
373,Salamence,dragon,flying,3,1,0,0,0,95,135,80,110,80,100,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
374,Beldum,steel,psychic,1,0,0,0,0,40,55,80,35,60,30,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
375,Metang,steel,psychic,2,0,0,0,0,60,75,100,55,80,50,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
376,Metagross,steel,psychic,3,1,0,0,0,80,135,130,95,90,70,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
377,Regirock,rock,,1,1,0,0,0,80,100,200,50,100,50,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
378,Regice,ice,,1,1,0,0,0,80,50,100,100,200,50,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
379,Registeel,steel,,1,1,0,0,0,80,75,150,75,150,50,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
380,Latias,dragon,psychic,1,1,0,0,0,80,80,90,110,130,110,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
381,Latios,dragon,psychic,1,1,0,0,0,80,90,80,130,110,110,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2
382,Kyogre,water,,1,1,0,0,0,100,100,90,150,140,90,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
383,Groudon,ground,,1,1,0,0,0,100,150,140,100,90,90,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
384,Rayquaza,dragon,flying,1,1,0,0,0,105,150,90,150,90,95,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
385,Jirachi,steel,psychic,1,1,0,0,0,100,100,100,100,100,100,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
462,Magnezone,electric,steel,3,1,0,0,0,70,70,115,130,90,60,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
463,Lickilicky,normal,,2,1,0,0,0,110,85,95,80,95,50,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
464,Rhyperior,ground,rock,3,1,0,0,0,115,140,130,55,55,40,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
465,Tangrowth,grass,,2,1,0,0,0,100,100,125,110,50,50,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
466,Electivire,electric,,3,1,0,0,0,75,123,67,95,85,95,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
467,Magmortar,fire,,3,1,0,0,0,75,95,67,125,95,83,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
468,Togekiss,fairy,flying,3,1,0,0,0,85,50,95,120,115,80,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
469,Yanmega,bug,flying,2,1,0,0,0,86,76,86,116,56,95,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
470,Leafeon,grass,,0,0,0,0,0,65,110,130,60,65,95,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
471,Glaceon,ice,,0,0,0,0,0,65,60,110,130,95,65,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
472,Gliscor,ground,flying,2,1,0,0,0,75,95,125,45,75,95,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
473,Mamoswine,ice,ground,3,1,0,0,0,110,130,80,70,60,80,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
474,Porygon-Z,normal,,3,1,0,0,0,85,80,70,135,75,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
475,Gallade,psychic,fighting,0,0,0,0,0,68,125,65,65,115,80,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
476,Probopass,rock,steel,2,1,0,0,0,60,55,145,75,150,40,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
477,Dusknoir,ghost,,3,1,0,0,0,45,100,135,65,135,45,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
478,Froslass,ice,ghost,3,1,0,0,0,70,80,70,80,70,110,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
479,Rotom,electric,ghost,1,1,0,0,0,50,65,107,105,107,86,0,1,1,0.5,1,1,0,0.5,2,0.5,1,0.5,1,2,1,2,0.5,1
485,Heatran,fire,steel,1,1,1,0,0,91,90,106,130,106,77,0.5,1,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25
486,Regigigas,normal,,1,1,1,0,0,110,160,110,80,110,100,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
487,Giratina,ghost,dragon,1,1,1,0,0,150,120,100,120,100,90,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
488,Cresselia,psychic,,1,1,1,0,0,120,70,120,75,130,85,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
